text,language,source_dataset,original_label,normalized_text
"Goodmorning,my grandfather expired..so am on leave today.",en,sms_spam_collection.txt,ham,"goodmorning,my grandfather expired..so am on leave today."
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,en,sms_spam_collection.txt,ham,where are you ? what are you doing ? are yuou working on getting the pc to your mom's ? did you find a spot that it would work ? i need you
"Sure, I'll see if I can come by in a bit",en,sms_spam_collection.txt,ham,"sure, i'll see if i can come by in a bit"
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,en,sms_spam_collection.txt,ham,i agree. so i can stop thinkin about ipad. can you please ask macho the same question.
Watching tv lor. Nice one then i like lor.,en,sms_spam_collection.txt,ham,watching tv lor. nice one then i like lor.
I'm thinking that chennai forgot to come for auction..,en,sms_spam_collection.txt,ham,i'm thinking that chennai forgot to come for auction..
Then ü come n pick me at 530 ar?,en,sms_spam_collection.txt,ham,then ü come n pick me at 530 ar?
Early bird! Any purchases yet?,en,sms_spam_collection.txt,ham,early bird! any purchases yet?
Went to pay rent. So i had to go to the bank to authorise the payment.,en,sms_spam_collection.txt,ham,went to pay rent. so i had to go to the bank to authorise the payment.
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",en,sms_spam_collection.txt,ham,"erm … ill pick you up at about 6.45pm. that'll give enough time to get there, park and that."
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,en,sms_spam_collection.txt,ham,howz pain.it will come down today.do as i said ystrday.ice and medicine.
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",en,sms_spam_collection.txt,ham,"chile, please! it's only a &lt;decimal&gt; hour drive for me. i come down all the time and will be subletting feb-april for audition season."
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,en,sms_spam_collection.txt,ham,yes ammae....life takes lot of turns you can only sit and try to hold the steering...
Mmmm.... I cant wait to lick it!,en,sms_spam_collection.txt,ham,mmmm.... i cant wait to lick it!
Pls go there today  &lt;#&gt; . I dont want any excuses,en,sms_spam_collection.txt,ham,pls go there today &lt;#&gt; . i dont want any excuses
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,en,sms_spam_collection.txt,ham,can you plz tell me the ans. bslvyl sent via fullonsms.com
I to am looking forward to all the sex cuddling.. Only two more sleeps ,en,sms_spam_collection.txt,ham,i to am looking forward to all the sex cuddling.. only two more sleeps
We have all rounder:)so not required:),en,sms_spam_collection.txt,ham,we have all rounder:)so not required:)
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",en,sms_spam_collection.txt,ham,"dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,en,sms_spam_collection.txt,ham,oh ya... got hip hop open. haha i was thinking can go for jazz then zoom to cine... actually tonight i'm free leh... and there's a kb lesson tonight
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,en,sms_spam_collection.txt,spam,free msg: single? find a partner in your area! 1000s of real people are waiting to chat now!send chat to 62220cncl send stopcs 08717890890£1.50 per msg
I'm ok. Will do my part tomorrow,en,sms_spam_collection.txt,ham,i'm ok. will do my part tomorrow
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",en,sms_spam_collection.txt,ham,"no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?"
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",en,sms_spam_collection.txt,spam,"win the newest harry potter and the order of the phoenix (book 5) reply harry, answer 5 questions - chance to be the first among readers!"
Yep. I do like the pink furniture tho.,en,sms_spam_collection.txt,ham,yep. i do like the pink furniture tho.
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,en,sms_spam_collection.txt,spam,free msg: ringtone!from: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-jul-05
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",en,sms_spam_collection.txt,spam,"oh my god! i've found your number again! i'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),en,sms_spam_collection.txt,ham,a pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. so catch the world with your smile..:) goodmorning &amp; have a smiley sunday..:)
"Theoretically yeah, he could be able to come",en,sms_spam_collection.txt,ham,"theoretically yeah, he could be able to come"
"Alright we're hooked up, where you guys at",en,sms_spam_collection.txt,ham,"alright we're hooked up, where you guys at"
"not that I know of, most people up here are still out of town",en,sms_spam_collection.txt,ham,"not that i know of, most people up here are still out of town"
No let me do the math. Your not good at it.,en,sms_spam_collection.txt,ham,no let me do the math. your not good at it.
Oh ok wait 4 me there... My lect havent finish,en,sms_spam_collection.txt,ham,oh ok wait 4 me there... my lect havent finish
Yeah my usual guy's out of town but there're definitely people around I know,en,sms_spam_collection.txt,ham,yeah my usual guy's out of town but there're definitely people around i know
I am joining today formally.Pls keep praying.will talk later.,en,sms_spam_collection.txt,ham,i am joining today formally.pls keep praying.will talk later.
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",en,sms_spam_collection.txt,ham,"happy or sad , one thing about past is- ""its no more"" good morning :-):-)."
No. Did you multimedia message them or e-mail?,en,sms_spam_collection.txt,ham,no. did you multimedia message them or e-mail?
"Sorry sir, i will call you tomorrow.  senthil.hsbc",en,sms_spam_collection.txt,ham,"sorry sir, i will call you tomorrow. senthil.hsbc"
What you need. You have a person to give na.,en,sms_spam_collection.txt,ham,what you need. you have a person to give na.
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,en,sms_spam_collection.txt,ham,she left it very vague. she just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. but checking online now and all places around usc are &lt;#&gt; and up
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",en,sms_spam_collection.txt,ham,"gumby's has a special where a &lt;#&gt; "" cheese pizza is $2 so i know what we're doin tonight"
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,en,sms_spam_collection.txt,spam,a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345
Like a personal sized or what,en,sms_spam_collection.txt,ham,like a personal sized or what
"Same, I'm at my great aunts anniversary party in tarpon springs",en,sms_spam_collection.txt,ham,"same, i'm at my great aunts anniversary party in tarpon springs"
Cab is available.they pick up and drop at door steps.,en,sms_spam_collection.txt,ham,cab is available.they pick up and drop at door steps.
ok....take care.umma to you too...,en,sms_spam_collection.txt,ham,ok....take care.umma to you too...
Unlimited texts. Limited minutes.,en,sms_spam_collection.txt,ham,unlimited texts. limited minutes.
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",en,sms_spam_collection.txt,spam,"double mins & 1000 txts on orange tariffs. latest motorola, sonyericsson & nokia with bluetooth free! call mobileupd8 on 08000839402 or call2optout/hf8"
No problem. We will be spending a lot of quality time together...,en,sms_spam_collection.txt,ham,no problem. we will be spending a lot of quality time together...
Have you heard from this week?,en,sms_spam_collection.txt,ham,have you heard from this week?
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,en,sms_spam_collection.txt,spam,dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm
Yes. Last  practice,en,sms_spam_collection.txt,ham,yes. last practice
No. Thank you. You've been wonderful,en,sms_spam_collection.txt,ham,no. thank you. you've been wonderful
Ü mean it's confirmed... I tot they juz say oni... Ok then... ,en,sms_spam_collection.txt,ham,ü mean it's confirmed... i tot they juz say oni... ok then...
That depends. How would you like to be treated? :),en,sms_spam_collection.txt,ham,that depends. how would you like to be treated? :)
"Right on brah, see you later",en,sms_spam_collection.txt,ham,"right on brah, see you later"
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,en,sms_spam_collection.txt,spam,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points. to claim call 08719181259 identifier code: xxxxx expires 26.03.05
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,en,sms_spam_collection.txt,spam,do you want a new video handset? 750 anytime any network mins? half price line rental? camcorder? reply or call 08000930705 for delivery tomorrow
Went fast asleep dear.take care.,en,sms_spam_collection.txt,ham,went fast asleep dear.take care.
No that just means you have a fat head,en,sms_spam_collection.txt,ham,no that just means you have a fat head
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,en,sms_spam_collection.txt,ham,sounds like a plan! cardiff is still here and still cold! i'm sitting on the radiator!
Serious? What like proper tongued her,en,sms_spam_collection.txt,ham,serious? what like proper tongued her
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,en,sms_spam_collection.txt,ham,she.s good. she was wondering if you wont say hi but she.s smiling now. so how are you coping with the long distance
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,en,sms_spam_collection.txt,ham,how i noe... she's in da car now... later then c lar... i'm wearing shorts...
