text,clean_text,label,language,source
Служба поддержки: ваш запрос требует ответа,служба поддержки: ваш запрос требует ответа,SUSPICIOUS,ru,synthetic_suspicious_v1
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy.com. txt one name to 89693. 08715500022 rpl stop 2 cnl,SUSPICIOUS,en,v10_eng_foundation
Bugun 9:15 da ko'rishamiz..,bugun 9:15 da ko'rishamiz..,SAFE,uz,v10_uzb_foundation
Bugungi majlis 18:30 ga surildi..,bugungi majlis 18:30 ga surildi..,SAFE,en,v10_eng_foundation
Telegram premium sovg'a claim qiling: https://bit.ly/claim-636090.,telegram premium sovg'a claim qiling: https://bit.ly/claim 636090.,DANGEROUS,uz,v10_uzb_foundation
Verification pendiing for your recent activiyt..,verification pendiing for your recent activiyt..,SUSPICIOUS,en,synthetic_suspicious_v1
Telegram Premium free! Botga kiring http://uz-confirm.com/772556 👍,telegram premium free botga kiring http://uz confirm.com/772556,DANGEROUS,en,v10_eng_foundation
Telegram premium sovg'a claim qiling: http://pay-check.net/725980 👍,telegram premium sovg'a claim qiling: http://pay check.net/725980,DANGEROUS,uz,v10_uzb_foundation
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/774650 OK,your account is blocked podtverdite svoyu lichnost: https://t.me/prize_bot/774650 ok,DANGEROUS,en,v10_eng_foundation
"K, if u bored up just come to my home..",k if u bored up just come to my home..,SAFE,uz,v10_uzb_foundation
Uyga qaytayotganda daftar olib kel. :),uyga qaytayotganda daftar olib kel. :,SAFE,en,v10_eng_foundation
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",you are everywhere dirt on the floor the windows even on my shirt. and sometimes when i open my mouth you are all that comes flowing out. i dream of my world without you then half my chores are out too. a time of joy for me lots of tv shows i.ll see. but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one.,SAFE,en,v10_eng_foundation
....photoshop makes my computer shut down.,....photoshop makes my computer shut down.,SAFE,en,v10_eng_foundation
"O'g'lim, uydamisan?",o'g'lim uydamisan,SAFE,uz,v10_uzb_foundation
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only å 10 at txtauction txt word:start to no:81151 get yours now 4t,SUSPICIOUS,en,v10_eng_foundation
Did you get any gift? This year i didnt get anything. So bad,did you get any gift this year i didnt get anything. so bad,SAFE,en,v10_eng_foundation
"Menga 2990,000 so'm tashlab tura olasanmi?.",menga 2990 000 so'm tashlab tura olasanmi .,SAFE,uz,v10_uzb_foundation
I think that tantrum's finished so yeah I'll be by at some point,i think that tantrum's finished so yeah i'll be by at some point,SAFE,en,v10_eng_foundation
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled :,SAFE,en,v10_eng_foundation
Please tell me you have some of that special stock you were talking about,please tell me you have some of that special stock you were talking about,SAFE,en,v10_eng_foundation
S...i will take mokka players only:),s...i will take mokka players only:,SAFE,en,v10_eng_foundation
Sizning ma'lumotlaringiz bo'yicha tushuntirish kerak,sizning ma'lumotlaringiz bo'yicha tushuntirish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1
"Tanishingiz sizni tavsiya qildi, tekshiiring...",tanishingiz sizni tavsiya qildi tekshiiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
Yoour loyalty points are aobut to expire,yoour loyalty points are aobut to expire,SUSPICIOUS,en,synthetic_suspicious_v1
Sizning kodingiz: 234280,sizning kodingiz: 234280,SAFE,uz,v10_uzb_foundation
Hey you told your name to gautham ah?,hey you told your name to gautham ah,SAFE,en,v10_eng_foundation
Want to finally have lunch today?,want to finally have lunch today,SAFE,en,v10_eng_foundation
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep did that yesterday. already got my fireplace. now its just another icon sitting there for me.,SAFE,en,v10_eng_foundation
Hisobingizga noma'lum qurilmadan ulanish bo'dli,hisobingizga noma'lum qurilmadan ulanish bo'dli,SUSPICIOUS,uz,synthetic_suspicious_v1
Yunny i'm walking in citylink now Ã_ faster come down... Me very hungry...,yunny i'm walking in citylink now ã _ faster come down... me very hungry...,SAFE,en,v10_eng_foundation
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx,SAFE,uz,v10_uzb_foundation
Support: your case has been escalatd,support: your case has been escalatd,SUSPICIOUS,en,synthetic_suspicious_v1
O'tkazma qabul qilindi: 400558 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 400558 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
Sizga 665963 so'm bonus berildi! Olish uchun: http://bonusuz.click,sizga 665963 so'm bonus berildi olish uchun: http://bonusuz.click,SUSPICIOUS,uz,v10_uzb_foundation
Loginni tasdiqlash uchun SMS kodi: 7721. Uni begonalarga bermang.,loginni tasdiqlash uchun sms kodi: 7721. uni begonalarga bermang.,SAFE,uz,v10_uzb_foundation
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=1223845,telegram premium sovg'a olish uchun botga kiring: http://pochta uz.com/track 1223845,DANGEROUS,uz,v10_uzb_foundation
"1xBet: Yana yutuqlar. Akkauntga 500,000 so'm bonus berildi! Kiring",1xbet: yana yutuqlar. akkauntga 500 000 so'm bonus berildi kiring,DANGEROUS,uz,v10_uzb_foundation
"ItÂÃÃ·s reassuring, in this crazy world.",itâ ã ã s reassuring in this crazy world.,SAFE,en,v10_eng_foundation
Jos ask if u wana meet up?,jos ask if u wana meet up,SAFE,uz,v10_uzb_foundation
Hisobingizga 258343 so'm kelib tushdi. Manba: Click,hisobingizga 258343 so'm kelib tushdi. manba: click,SAFE,uz,v10_uzb_foundation
Muvaffaqiyatli to'lov! Miqdor: 346928 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 346928 so'm. uzum,SAFE,uz,v10_uzb_foundation
Kechikaman biroz 16:15 da boraman. :),kechikaman biroz 16:15 da boraman. :,SAFE,uz,v10_uzb_foundation
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",bill as in: are there any letters for me. i'm expecting one from orange that isn't a bill but may still say orange on it.,SAFE,en,v10_eng_foundation
Huh so early.. Then ü having dinner outside izzit?,huh so early.. then ü having dinner outside izzit,SAFE,en,v10_eng_foundation
I will see in half an hour,i will see in half an hour,SAFE,en,v10_eng_foundation
Muvaffaqiyatli to'lov! Miqdor: 135903 so'm. Payme,muvaffaqiyatli to'lov miqdor: 135903 so'm. payme,SAFE,uz,v10_uzb_foundation
"Pulni kartaga tushirdim, 60 ming so'm",pulni kartaga tushirdim 60 ming so'm,SAFE,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9334656,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta uz.com/track 9334656,DANGEROUS,uz,v10_uzb_foundation
DO U WANT 2 MEET UP 2MORRO,do u want 2 meet up 2morro,SAFE,uz,v10_uzb_foundation
"Davlat tomonidan 2400,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=8391529",davlat tomonidan 2400 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://t.me/premium_uz_bot ref 8391529,DANGEROUS,uz,v10_uzb_foundation
Good night. Am going to sleep.,good night. am going to sleep.,SAFE,en,v10_eng_foundation
Yo'ldaman hozir boraman. ?,yo'ldaman hozir boraman.,SAFE,uz,v10_uzb_foundation
Balansingiz: 207051 so'm. To'lov muvaffaqiyatli.,balansingiz: 207051 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation
Aksiya! 30 GB bepul internet. Faollashtirish uchun: beeline-net30.uz,aksiya 30 gb bepul internet. faollashtirish uchun: beeline net30.uz,DANGEROUS,uz,v10_uzb_foundation
Your subscription renewal comes with a boonus...,your subscription renewal comes with a boonus...,SUSPICIOUS,en,synthetic_suspicious_v1
Списание 386 000 прошло успешно. Отменить: http://click-safety.uz/315050 OK,списание 386 000 прошло успешно. отменить: http://click safety.uz/315050 ok,DANGEROUS,ru,v10_rus_foundation
Инвестиции в газ! Доход от 754 000 в неделю: https://bit.ly/claim-929402.,инвестиции в газ доход от 754 000 в неделю: https://bit.ly/claim 929402.,DANGEROUS,ru,v10_rus_foundation
Tasdiqlash kodi: 469128,tasdiqlash kodi: 469128,SAFE,uz,v10_uzb_foundation
Waiting in e car 4 my mum lor. U leh? Reach home already?,waiting in e car 4 my mum lor. u leh reach home already,SAFE,uz,v10_uzb_foundation
Sizning kartangiz bloklandi. Tasdiqlash uchun: http://pay-check.net/718619..,sizning kartangiz bloklandi. tasdiqlash uchun: http://pay check.net/718619..,DANGEROUS,uz,v10_uzb_foundation
Tasdiqlash kodi: 141097,tasdiqlash kodi: 141097,SAFE,uz,v10_uzb_foundation
Yup but it's not giving me problems now so mayb i'll jus leave it...,yup but it's not giving me problems now so mayb i'll jus leave it...,SAFE,en,v10_eng_foundation
Muvaffaqiyatli to'lov! Miqdor: 384892 so'm. Payme,muvaffaqiyatli to'lov miqdor: 384892 so'm. payme,SAFE,uz,v10_uzb_foundation
Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,moby pub quiz.win a å 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277.unsub stop å 1.50 008704050406 sp arrow,SUSPICIOUS,uz,v10_uzb_foundation
"Kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: http://pochta-uz.com/track=2140759",kriptovalyuta sarmoya qilib kuniga 1870 000 so'm toping: http://pochta uz.com/track 2140759,DANGEROUS,uz,v10_uzb_foundation
"Sizga 10,000,000 so'm mikrokredit tasdiqlandi! Pulni kartaga tushirish uchun: bit.ly/tez-kredit?id=0",sizga 10 000 000 so'm mikrokredit tasdiqlandi pulni kartaga tushirish uchun: bit.ly/tez kredit id 0,DANGEROUS,uz,v10_uzb_foundation
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,free msg: single find a partner in your area 1000s of real people are waiting to chat now send chat to 62220cncl send stopcs 08717890890 1.50 per msg,SUSPICIOUS,en,v10_eng_foundation
Username yoki paassword xato...,username yoki paassword xato...,SUSPICIOUS,uz,synthetic_suspicious_v1
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nvm... i'm going to wear my sport shoes anyway... i'm going to be late leh.,SAFE,en,v10_eng_foundation
"Your account is pendig review, pllease verify...",your account is pendig review pllease verify...,SUSPICIOUS,en,synthetic_suspicious_v1
Bugun 19:30 da ko'rishamiz. tezroq,bugun 19:30 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation
shakar narxi qancha ekan hozir?!,shakar narxi qancha ekan hozir,SAFE,uz,v10_uzb_foundation
"Guruuhda sizni eslatishdi, tekshiring...",guruuhda sizni eslatishdi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
"Aight, let me know when you're gonna be around usf",aight let me know when you're gonna be around usf,SAFE,en,v10_eng_foundation
Bugun issiq bo'lar ekan,bugun issiq bo'lar ekan,SAFE,uz,v10_uzb_foundation
Click payment failed. Tasdiqlash uchun linkga o'ting: http://click-safety.uz/928369 ),click payment failed. tasdiqlash uchun linkga o'ting: http://click safety.uz/928369,DANGEROUS,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=2170663,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 2170663,DANGEROUS,uz,v10_uzb_foundation
Bugungi majlis 14:15 ga surildi..,bugungi majlis 14:15 ga surildi..,SAFE,en,v10_eng_foundation
Yes. Last  practice,yes. last practice,SAFE,en,v10_eng_foundation
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),an excellent thought by a misundrstud frnd: i knw u hate me bt the day wen u'll knw the truth u'll hate urself: gn:,SAFE,uz,v10_uzb_foundation
Kodingiz: 584569. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 584569. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation
Nice.nice.how is it working?,nice.nice.how is it working,SAFE,en,v10_eng_foundation
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,uzum pay to'lovi amalga oshmadi. hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum tasdiq.uz,DANGEROUS,uz,v10_uzb_foundation
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=5264415",davlat tomonidan 1360 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz yutuq.com/p 5264415,DANGEROUS,uz,v10_uzb_foundation
O'tkazma qabul qilindi: 419782 so'm. Humo/Uzcard,o'tkazma qabul qilindi: 419782 so'm. humo/uzcard,SAFE,uz,v10_uzb_foundation
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 £3/wk 087016248,sex up ur mobile with a free sexy pic of jordan just text babe to 88600. then every wk get a sexy celeb pocketbabe.co.uk 4 more pics. 16 3/wk 087016248,SUSPICIOUS,en,v10_eng_foundation
Telegram premium sovg'a claim qiling: https://t.me/prize_bot/222298.,telegram premium sovg'a claim qiling: https://t.me/prize_bot/222298.,DANGEROUS,uz,v10_uzb_foundation
Aciton needde: confirm your identtity,aciton needde: confirm your identtity,SUSPICIOUS,en,synthetic_suspicious_v1
Bugun 21:30 da ko'rishamiz. tezroq,bugun 21:30 da ko'rishamiz. tezroq,SAFE,uz,v10_uzb_foundation
"Kutilmagan kirsh aniqllandi, tekshiring...",kutilmagan kirsh aniqllandi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,i'm doing da intro covers energy trends n pros n cons... brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,SAFE,en,v10_eng_foundation
Did you see that film:),did you see that film:,SAFE,en,v10_eng_foundation
Click to'lovi amalga oshmadi. Tasdiqlash: http://bonus-uz.com/id/6415719,click to'lovi amalga oshmadi. tasdiqlash: http://bonus uz.com/id/6415719,DANGEROUS,uz,v10_uzb_foundation
Logni qilib tekshirib ko'ring,logni qilib tekshirib ko'ring,SUSPICIOUS,uz,synthetic_suspicious_v1
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-208949!!,sizning kartangiz bloklandi. tasdiqlash uchun: https://bit.ly/claim 208949,DANGEROUS,uz,v10_uzb_foundation
Bugun guruhda leksiya 18 da bo'ladi,bugun guruhda leksiya 18 da bo'ladi,SAFE,uz,v10_uzb_foundation
"Do'stingiz sizga sovgg'a yubrdi, tasdiqlang!",do'stingiz sizga sovgg'a yubrdi tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1
Bu kodni hech kimga bermang,bu kodni hech kimga bermang,SAFE,uz,v10_uzb_foundation
Оплата заказа №7949 не прошла. Повторите: http://click-safety.uz/935105 OK,оплата заказа 7949 не прошла. повторите: http://click safety.uz/935105 ok,DANGEROUS,ru,v10_rus_foundation
Hisobingizga 250144 so'm kelib tushdi. Manba: Payme,hisobingizga 250144 so'm kelib tushdi. manba: payme,SAFE,uz,v10_uzb_foundation
