text,clean_text,label,language,source,category
Tizim hisobingizni tekshirish so'ramoqda...,tizim hisobingizni tekshirish so'ramoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
An update is availablle for your accuont...,an update is availablle for your accuont...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
BUGUNGI TAAKLIF: MAXSUS BONUS SIZNI KUTMOQDA,bugungi taaklif: maxsus bonus sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Please verify your account withni 48 hours,please verify your account withni 48 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Yangi to'lov so'rovi qabul qlindi,yangi to'lov so'rovi qabul qlindi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Texnik xizzmat xabari: tizim yangilanishi rejalashtirilgan...,texnik xizzmat xabari: tizim yangilanishi rejalashtirilgan...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Ma'lumotlaringiz eskirgann, yangilash kerak",ma'lumotlaringiz eskirgann yangilash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Your account requires immediate attention...,your account requires immediate attention...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Siz 150,00 so'm miqdorida mukofot olishingiz mumkiin",siz 150 00 so'm miqdorida mukofot olishingiz mumkiin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Audit team: records ned your confrmation,audit team: records ned your confrmation,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Technical team: service disruptin expected,technical team: service disruptin expected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Xurmatli foyydalanuvchi, hisobingiz bo'yyicha savol bor!",xurmatli foyydalanuvchi hisobingiz bo'yyicha savol bor,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Karangiz bo'yica operatsyia amalga oshirildi,karangiz bo'yica operatsyia amalga oshirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Hisobingiz baalansi 15,000 so'mdaan past",hisobingiz baalansi 15 000 so'mdaan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Assalomu alaykum, Uzmobile dan q'ong'iroq bo'ladi, javob berning",assalomu alaykum uzmobile dan q'ong'iroq bo'ladi javob berning,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Do'stingiz sizga sovg'a yubordi, tassdiqlang",do'stingiz sizga sovg'a yubordi tassdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Вам передали документ, провеерьте пожалуйста!",вам передали документ провеерьте пожалуйста,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Kimdir sizning akkauntingizga kiromqchi bo'ldi,kimdir sizning akkauntingizga kiromqchi bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Origi faoliyat bo'yicha ogohlantiris!,origi faoliyat bo'yicha ogohlantiris,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Tizm hisobingizni tekshirish so'ramoqda...,tizm hisobingizni tekshirish so'ramoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Claim your welcme bonus today,claim your welcme bonus today,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Your account activty summary is redy,your account activty summary is redy,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Login qilib tekshirib koo'rring,login qilib tekshirib koo'rring,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Verify yoour kartangizni please...,verify yoour kartangizni please...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingiz faoliyatida o'zgarish mavjud!,hisobingiz faoliyatida o'zgarish mavjud,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Payment penidng kutiilmoqda,payment penidng kutiilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Siz maxsus chegirma olishingiz mumikn,siz maxsus chegirma olishingiz mumikn,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Tanishingiz sizni tavsiya qili, tekshiring..",tanishingiz sizni tavsiya qili tekshiring..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Siznnig ma'ulmotlaringiz bo'yicha tuushuntirish kera!,siznnig ma'ulmotlaringiz bo'yicha tuushuntirish kera,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Hisobingizdan 120,000 so'm yechild,i taniyasizmi?",hisobingizdan 120 000 so'm yechild i taniyasizmi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Service update: migration in progress,service update: migration in progress,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Kartangiz bo'yicha operatsiya amalag oshirildi,kartangiz bo'yicha operatsiya amalag oshirildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Action taken on yur behafl, please review!",action taken on yur behafl please review,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Eaarly access to new fetaures,eaarly access to new fetaures,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobingiz xavfsizligi uchun kartanigz ma'lumotlarini tasdiqqlang,hisobingiz xavfsizligi uchun kartanigz ma'lumotlarini tasdiqqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Hisobingizni ertaga ichhida tasdiqlnag,hisobingizni ertaga ichhida tasdiqlnag,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"Tanishingiz sizni tavsiya qildi, tekshiiring...",tanishingiz sizni tavsiya qildi tekshiiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Вам поступило сообщение от Модератор,вам поступило сообщение от модератор,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Balans tekshiruvi: hisobinggizga kiring...,balans tekshiruvi: hisobinggizga kiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Limited-time acces available for premium features...,limited time acces available for premium features...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
New device dan logni bo'dli,new device dan logni bo'dli,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"TIZIMDA SIZNING NOMINGIZGA RO'YXATDAN O'TIGAN, SIZMISIZ...",tizimda sizning nomingizga ro'yxatdan o'tigan sizmisiz...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Sizga Beeline tomonidan maxsus tklif yuborildi!,sizga beeline tomonidan maxsus tklif yuborildi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Hisobingiz balansi 15,000 so'mmdan past",hisobingiz balansi 15 000 so'mmdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Yangi security policy accept qiling..,yangi security policy accept qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Profilingiz uchun maxsus cehgirma faollashtiriilishi mumkin!,profilingiz uchun maxsus cehgirma faollashtiriilishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Sizga cshback offer bor!,sizga cshback offer bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
FOYDALANUVCHI SIFATIDA MA'LUMOTLARINGGIZNI TASDIQLANG,foydalanuvchi sifatida ma'lumotlaringgizni tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Username yoki password xato!,username yoki password xato,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Iltimos, ma'lumotlaringizni ertaga ichida tasdiqlang",iltimos ma'lumotlaringizni ertaga ichida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Коллега просил предать вам инфоррмацию,коллега просил предать вам инфоррмацию,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
"Sizning pofilingiz ko'rildi, kim ekanligini bilasizmi...",sizning pofilingiz ko'rildi kim ekanligini bilasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Texnik bo'lim: tiizm yangilanishi amalga oshirilmoqda...,texnik bo'lim: tiizm yangilanishi amalga oshirilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"To'lov rad etildi, qayta urinib ko'ring",to'lov rad etildi qayta urinib ko'ring,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Yur account is pending review, please verify...",yur account is pending review please verify...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
You were recoommended by a muutal friend...,you were recoommended by a muutal friend...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Please hisobingizni ceck qiling...,please hisobingizni ceck qiling...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Texnik xizzmat xabari: tzim yangilanishi rejalashtirilgan..,texnik xizzmat xabari: tzim yangilanishi rejalashtirilgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
ОБЯЗАТЕЛЬНОЕ ОБНОВЛЕНИЕ ДАНННЫХ ПРОФИЛЯ,обязательное обновление даннных профиля,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Profilingiz uchun maxsus chegirma faollaashtirilishi mumkin!,profilingiz uchun maxsus chegirma faollaashtirilishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Security team: new login polcy in effect,security team: new login polcy in effect,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Balans tekshhiruvi: hisobingizga kiring...,balans tekshhiruvi: hisobingizga kiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
New device dan login bo'ldi..,new device dan login bo'ldi..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Your account is pendig review, pllease verify...",your account is pendig review pllease verify...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Hisobinngizni verify qiling..,hisobinngizni verify qiling..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Profilingizda o'zgarishhlar aniqlandi...,profilingizda o'zgarishhlar aniqlandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Please review and update your secruity inof,please review and update your secruity inof,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Ваше резюме было отправлено нам, давайте осудим",ваше резюме было отправлено нам давайте осудим,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Bugungi taklif: maxsus bonus szii kutmoqda,bugungi taklif: maxsus bonus szii kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Login qiilib tekshirib ko'ring,login qiilib tekshirib ko'ring,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingizni faollashtirish ucun kirish talab etiladi!,hisobingizni faollashtirish ucun kirish talab etiladi,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Bank: katanngiz faoliyati tekshirilmoqda,bank: katanngiz faoliyati tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Verification pnding for your recent activity...,verification pnding for your recent activity...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Xavfsizlik mrkazi: hisobingiz tekshirilmoqda..,xavfsizlik mrkazi: hisobingiz tekshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Hisboingiz balansi 500,000 so'mdan past!",hisboingiz balansi 500 000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Salom, men xavfsizlik bo'limidan. Hisobingiz haqdia gaplashishimiz keraak",salom men xavfsizlik bo'limidan. hisobingiz haqdia gaplashishimiz keraak,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Hisobinggizni yangilash talab qilinmoqda,hisobinggizni yangilash talab qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Xavfsizlik sababli akkauningizni tekshiring...,xavfsizlik sababli akkauningizni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Чек по опрации достуепн для скачивания,чек по опрации достуепн для скачивания,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
Получен документ на ваше имя...,получен документ на ваше имя...,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
YUR ORDER STAUTS HAS CHAGED,yur order stauts has chaged,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Maxsus takliffdan foydalaning, vaqt cheklangan",maxsus takliffdan foydalaning vaqt cheklangan,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Salom, sizning raqamingiz Uccell da ro'yxatdan o'tgn",salom sizning raqamingiz uccell da ro'yxatdan o'tgn,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Siz 5000 so'm miqdorida mukofot olishinggiz mumkin,siz 5000 so'm miqdorida mukofot olishinggiz mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Account reviiew: suspicious activity dettected,account reviiew: suspicious activity dettected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Kartangiz bilan yangi qurimladan operatsiya qilindi,kartangiz bilan yangi qurimladan operatsiya qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Profilingiz uchun maxsus cehgirma faolalshtiriilishi mumkin,profilingiz uchun maxsus cehgirma faolalshtiriilishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Quick question abot the document you shard..,quick question abot the document you shard..,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Foydalanuvchilarga maxsus imokniyat taqdim etilmoqda...,foydalanuvchilarga maxsus imokniyat taqdim etilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Требуется обновление данных ваашего профиля!,требуется обновление данных ваашего профиля,SUSPICIOUS,ru,synthetic_suspicious_v1,soft_urgency
Yur recennt activity has beeen flagged...,yur recennt activity has beeen flagged...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Xavfsizlik makazi: hisobingiz tekshirilmoqda..,xavfsizlik makazi: hisobingiz tekshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Audit team: records ned your confirmation,audit team: records ned your confirmation,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Отдел безопасности: обнаружеена подозрительная активностть...,отдел безопасности: обнаружеена подозрительная активностть...,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Yangi to'lov so'rvoi qabul qilindi...,yangi to'lov so'rvoi qabul qilindi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Hisobingizdan noma'lum manzilga pul o'tkazildi,hisobingizdan noma'lum manzilga pul o'tkazildi,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Your account requires immediate attentino...,your account requires immediate attentino...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Akkauntingiz xavfsizlik sababli tekshirilmoqda,akkauntingiz xavfsizlik sababli tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
ACCOUNT REACTIVATION KERAK,account reactivation kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Verify your kartangizni please...,verify your kartangizni please...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"We met at the conference, remember me...",we met at the conference remember me...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Gruhda sizni eslatishdi, teskhiring",gruhda sizni eslatishdi teskhiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
SIZNNING ORDER STATUS YANIGLANDI...,siznning order status yaniglandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
To'lovingiz qayta ishlash jarayonida,to'lovingiz qayta ishlash jarayonida,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Sizga Beeline toomnidan maxsus taaklif yuborildi...,sizga beeline toomnidan maxsus taaklif yuborildi...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
System adminnistrator: maintennce scheduled...,system adminnistrator: maintennce scheduled...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Техническая поддержка: требуется обновление!,техническая поддержка: требуется обновление,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
"A friend sent you a gitf, check it out!",a friend sent you a gitf check it out,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Siz sog'a olish uchun ro'yxatdan o'tishingiz mumkin!,siz sog'a olish uchun ro'yxatdan o'tishingiz mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Your account settings need attentioon,your account settings need attentioon,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Hisobingizga 5,000 so'm tushhdi, tekshiring",hisobingizga 5 000 so'm tushhdi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Pllease confirm the recent chnages to your account...,pllease confirm the recent chnages to your account...,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
