text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Hisobingizdan 679 000 yechildi. Bekor qilish http://pay-check.net/519384 OK,hisobingizdan 679 000 yechildi. bekor qilish http://pay-check.net/519384 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/875442.,telegram premium free! botga kiring https://t.me/prize_bot/875442.,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/135122..,telegram premium free! botga kiring https://t.me/prize_bot/135122..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 570 000 yechildi. Bekor qilish https://bit.ly/claim-535201 👍,hisobingizdan 570 000 yechildi. bekor qilish https://bit.ly/claim-535201 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-974683 (,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-974683 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 357 000 yechildi. Bekor qilish http://click-safety.uz/772670...,hisobingizdan 357 000 yechildi. bekor qilish http://click-safety.uz/772670...,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-602778 ?,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-602778 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/724228 👍,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/724228 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 610 000 yechildi. Bekor qilish http://uz-confirm.com/600892 ),hisobingizdan 610 000 yechildi. bekor qilish http://uz-confirm.com/600892 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 103 000 yechildi. Bekor qilish http://uz-confirm.com/648833.,hisobingizdan 103 000 yechildi. bekor qilish http://uz-confirm.com/648833.,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 546 000 yechildi. Bekor qilish http://uz-confirm.com/188423!!,hisobingizdan 546 000 yechildi. bekor qilish http://uz-confirm.com/188423!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 630 000 yechildi. Bekor qilish https://t.me/prize_bot/815046!,hisobingizdan 630 000 yechildi. bekor qilish https://t.me/prize_bot/815046!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-114089 ?,hisobingizdan 538 000 yechildi. bekor qilish https://bit.ly/claim-114089 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-859372 (,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-859372 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://click-safety.uz/165886...,hisobingizdan 167 000 yechildi. bekor qilish http://click-safety.uz/165886...,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/448699 OK,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/448699 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 225 000 yechildi. Bekor qilish https://t.me/prize_bot/742943...,hisobingizdan 225 000 yechildi. bekor qilish https://t.me/prize_bot/742943...,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-532624..,telegram premium free! botga kiring https://bit.ly/claim-532624..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 781 000 yechildi. Bekor qilish http://click-safety.uz/397790.,hisobingizdan 781 000 yechildi. bekor qilish http://click-safety.uz/397790.,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-852688...,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-852688...,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 217 000 yechildi. Bekor qilish https://t.me/prize_bot/732671 :),hisobingizdan 217 000 yechildi. bekor qilish https://t.me/prize_bot/732671 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://bit.ly/claim-328341 ?,telegram premium free! botga kiring https://bit.ly/claim-328341 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/413317 (,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/413317 (,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-680635!,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-680635!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/448692 :),telegram premium free! botga kiring http://uz-confirm.com/448692 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 547 000 yechildi. Bekor qilish http://uz-confirm.com/156274!!,hisobingizdan 547 000 yechildi. bekor qilish http://uz-confirm.com/156274!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 152 000 yechildi. Bekor qilish https://t.me/prize_bot/783223 -,hisobingizdan 152 000 yechildi. bekor qilish https://t.me/prize_bot/783223 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/952949 ?,telegram premium free! botga kiring http://uz-confirm.com/952949 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 280 000 yechildi. Bekor qilish http://pay-check.net/927148 (,hisobingizdan 280 000 yechildi. bekor qilish http://pay-check.net/927148 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 733 000 yechildi. Bekor qilish https://t.me/prize_bot/983534!,hisobingizdan 733 000 yechildi. bekor qilish https://t.me/prize_bot/983534!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 273 000 yechildi. Bekor qilish https://bit.ly/claim-20381 👍,hisobingizdan 273 000 yechildi. bekor qilish https://bit.ly/claim-20381 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-600121,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-600121,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/226316 (,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/226316 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 417 000 yechildi. Bekor qilish https://bit.ly/claim-976084 (,hisobingizdan 417 000 yechildi. bekor qilish https://bit.ly/claim-976084 (,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/462998 ),mts: hisobingizda kutilmagan faollik. http://pay-check.net/462998 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/213064 (,telegram premium free! botga kiring http://uz-confirm.com/213064 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 167 000 yechildi. Bekor qilish http://uz-confirm.com/740651 ?,hisobingizdan 167 000 yechildi. bekor qilish http://uz-confirm.com/740651 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/159338 :),telegram premium free! botga kiring http://pay-check.net/159338 :),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/392546 :),mts: hisobingizda kutilmagan faollik. http://pay-check.net/392546 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/473139!,telegram premium free! botga kiring http://uz-confirm.com/473139!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 679 000 yechildi. Bekor qilish http://pay-check.net/97395..,hisobingizdan 679 000 yechildi. bekor qilish http://pay-check.net/97395..,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://click-safety.uz/205278..,mts: hisobingizda kutilmagan faollik. http://click-safety.uz/205278..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/514230 :),telegram premium free! botga kiring http://pay-check.net/514230 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 514 000 yechildi. Bekor qilish https://t.me/prize_bot/120231 👍,hisobingizdan 514 000 yechildi. bekor qilish https://t.me/prize_bot/120231 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 168 000 yechildi. Bekor qilish https://bit.ly/claim-912978 -,hisobingizdan 168 000 yechildi. bekor qilish https://bit.ly/claim-912978 -,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/251689!,mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/251689!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 258 000 yechildi. Bekor qilish http://uz-confirm.com/692493..,hisobingizdan 258 000 yechildi. bekor qilish http://uz-confirm.com/692493..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 258 000 yechildi. Bekor qilish http://pay-check.net/683114 👍,hisobingizdan 258 000 yechildi. bekor qilish http://pay-check.net/683114 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://click-safety.uz/307299 OK,telegram premium free! botga kiring http://click-safety.uz/307299 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/431885 ?,telegram premium free! botga kiring http://uz-confirm.com/431885 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 879 000 yechildi. Bekor qilish https://t.me/prize_bot/292064..,hisobingizdan 879 000 yechildi. bekor qilish https://t.me/prize_bot/292064..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 168 000 yechildi. Bekor qilish http://uz-confirm.com/745356!!,hisobingizdan 168 000 yechildi. bekor qilish http://uz-confirm.com/745356!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 884 000 yechildi. Bekor qilish https://bit.ly/claim-371219 ),hisobingizdan 884 000 yechildi. bekor qilish https://bit.ly/claim-371219 ),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/341915 OK,mts: hisobingizda kutilmagan faollik. http://pay-check.net/341915 ok,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 538 000 yechildi. Bekor qilish https://bit.ly/claim-589884.,hisobingizdan 538 000 yechildi. bekor qilish https://bit.ly/claim-589884.,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/602024 -,telegram premium free! botga kiring http://uz-confirm.com/602024 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 570 000 yechildi. Bekor qilish http://click-safety.uz/761828!!,hisobingizdan 570 000 yechildi. bekor qilish http://click-safety.uz/761828!!,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-994895...,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-994895...,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/157652 :),telegram premium free! botga kiring http://uz-confirm.com/157652 :),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/209849 ?,mts: hisobingizda kutilmagan faollik. http://pay-check.net/209849 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/627236 :),mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/627236 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/212646 ),telegram premium free! botga kiring http://uz-confirm.com/212646 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 457 000 yechildi. Bekor qilish http://click-safety.uz/54711..,hisobingizdan 457 000 yechildi. bekor qilish http://click-safety.uz/54711..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 84 000 yechildi. Bekor qilish http://click-safety.uz/341845.,hisobingizdan 84 000 yechildi. bekor qilish http://click-safety.uz/341845.,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-77134 -,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-77134 -,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://pay-check.net/864194 ?,telegram premium free! botga kiring http://pay-check.net/864194 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 459 000 yechildi. Bekor qilish http://click-safety.uz/450418.,hisobingizdan 459 000 yechildi. bekor qilish http://click-safety.uz/450418.,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. http://pay-check.net/397377 ),mts: hisobingizda kutilmagan faollik. http://pay-check.net/397377 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 225 000 yechildi. Bekor qilish https://t.me/prize_bot/859639..,hisobingizdan 225 000 yechildi. bekor qilish https://t.me/prize_bot/859639..,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://click-safety.uz/960231 👍,telegram premium free! botga kiring http://click-safety.uz/960231 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 884 000 yechildi. Bekor qilish https://t.me/prize_bot/517918 ),hisobingizdan 884 000 yechildi. bekor qilish https://t.me/prize_bot/517918 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://uz-confirm.com/983367!,telegram premium free! botga kiring http://uz-confirm.com/983367!,DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring http://click-safety.uz/441467..,telegram premium free! botga kiring http://click-safety.uz/441467..,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 779 000 yechildi. Bekor qilish http://pay-check.net/565480,hisobingizdan 779 000 yechildi. bekor qilish http://pay-check.net/565480,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 273 000 yechildi. Bekor qilish http://pay-check.net/528506!,hisobingizdan 273 000 yechildi. bekor qilish http://pay-check.net/528506!,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 816 000 yechildi. Bekor qilish https://bit.ly/claim-734906 (,hisobingizdan 816 000 yechildi. bekor qilish https://bit.ly/claim-734906 (,DANGEROUS,en,high,messages_cleaned_v6.csv
Hisobingizdan 450 000 yechildi. Bekor qilish https://t.me/prize_bot/983937 ?,hisobingizdan 450 000 yechildi. bekor qilish https://t.me/prize_bot/983937 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://t.me/prize_bot/637069 :),mts: hisobingizda kutilmagan faollik. https://t.me/prize_bot/637069 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Telegram Premium free! Botga kiring https://t.me/prize_bot/911420 ),telegram premium free! botga kiring https://t.me/prize_bot/911420 ),DANGEROUS,en,high,messages_cleaned_v6.csv
MTS: Hisobingizda kutilmagan faollik. https://bit.ly/claim-693766 ?,mts: hisobingizda kutilmagan faollik. https://bit.ly/claim-693766 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Sizga 619 000 som perevod keldi. Podtverdite po ssilke: http://pay-check.net/609715 ),sizga 619 000 som perevod keldi. podtverdite po ssilke: http://pay-check.net/609715 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/961771..,your account is blocked! podtverdite svoyu lichnost: http://uz-confirm.com/961771..,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 152 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/341840..,u vas noviy yutuq! 152 000 yutib oldingiz. claim your prize: http://uz-confirm.com/341840..,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 488 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-743926 (,u vas noviy yutuq! 488 000 yutib oldingiz. claim your prize: https://bit.ly/claim-743926 (,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 152 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-829835,u vas noviy yutuq! 152 000 yutib oldingiz. claim your prize: https://bit.ly/claim-829835,DANGEROUS,en,high,messages_cleaned_v6.csv
Your account is blocked! Podtverdite svoyu lichnost: http://pay-check.net/361528 :),your account is blocked! podtverdite svoyu lichnost: http://pay-check.net/361528 :),DANGEROUS,en,high,messages_cleaned_v6.csv
Your account is blocked! Podtverdite svoyu lichnost: https://t.me/prize_bot/309437!!,your account is blocked! podtverdite svoyu lichnost: https://t.me/prize_bot/309437!!,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 658 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/740292 👍,u vas noviy yutuq! 658 000 yutib oldingiz. claim your prize: http://uz-confirm.com/740292 👍,DANGEROUS,en,high,messages_cleaned_v6.csv
Your account is blocked! Podtverdite svoyu lichnost: http://uz-confirm.com/515919!!,your account is blocked! podtverdite svoyu lichnost: http://uz-confirm.com/515919!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Sizga 90 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-604526!!,sizga 90 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim-604526!!,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 457 000 yutib oldingiz. Claim your prize: https://bit.ly/claim-558513 ),u vas noviy yutuq! 457 000 yutib oldingiz. claim your prize: https://bit.ly/claim-558513 ),DANGEROUS,en,high,messages_cleaned_v6.csv
Sizga 558 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-241898!!,sizga 558 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim-241898!!,DANGEROUS,en,high,messages_cleaned_v6.csv
Sizga 357 000 som perevod keldi. Podtverdite po ssilke: https://t.me/prize_bot/803984,sizga 357 000 som perevod keldi. podtverdite po ssilke: https://t.me/prize_bot/803984,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 781 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/815626 ?,u vas noviy yutuq! 781 000 yutib oldingiz. claim your prize: http://uz-confirm.com/815626 ?,DANGEROUS,en,high,messages_cleaned_v6.csv
Sizga 733 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-92500,sizga 733 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim-92500,DANGEROUS,en,high,messages_cleaned_v6.csv
U vas noviy yutuq! 258 000 yutib oldingiz. Claim your prize: http://click-safety.uz/287674 -,u vas noviy yutuq! 258 000 yutib oldingiz. claim your prize: http://click-safety.uz/287674 -,DANGEROUS,en,high,messages_cleaned_v6.csv
