text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=3121536,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://uz-yutuq.com/p=3121536,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://18plus-video.apk/q=7595606",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 3340,000 so'm toping: http://18plus-video.apk/q=7595606",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=3613867,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://pochta-uz.com/track=3613867,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=3831732,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://uz-yutuq.com/p=3831732,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=7818836,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=7818836,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4043131,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4043131,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=9062456,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=9062456,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 2280,000 so'm yechib olindi! Bekor qilish: https://uz-yutuq.com/p=6967375",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 2280,000 so'm yechib olindi! bekor qilish: https://uz-yutuq.com/p=6967375",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-9485451,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bit.ly/uz-9485451,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=2467405,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: https://t.me/premium_uz_bot?ref=2467405,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=9497617,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=9497617,uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5343120,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://pochta-uz.com/track=5343120,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=1246832",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3140,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz-yutuq.com/p=1246832",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=2755817,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=2755817,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 3540,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=5245992",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 3540,000 so'm yechib olindi! bekor qilish: http://pochta-uz.com/track=5245992",uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 3340,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=489340",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 3340,000 so'm yechib olindi! bekor qilish: http://pochta-uz.com/track=489340",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://18plus-video.apk/q=2031160,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://18plus-video.apk/q=2031160,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bit.ly/uz-6239040,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bit.ly/uz-6239040,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://t.me/premium_uz_bot?ref=3030825,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://t.me/premium_uz_bot?ref=3030825,uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://bit.ly/uz-2318839,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://bit.ly/uz-2318839,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: https://t.me/premium_uz_bot?ref=3673642,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: https://t.me/premium_uz_bot?ref=3673642,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=2067918,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://uz-yutuq.com/p=2067918,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 3490,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=8789710",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 3490,000 so'm yechib olindi! bekor qilish: https://click-auth.uz/code=8789710",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-9278342,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-9278342,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/2012036,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/2012036,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 2450,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=2931258",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 2450,000 so'm yechib olindi! bekor qilish: http://pochta-uz.com/track=2931258",uz,DANGEROUS,en,en,low
"Davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://uz-yutuq.com/p=5264415",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 1360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://uz-yutuq.com/p=5264415",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=5332322,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://18plus-video.apk/q=5332322,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://t.me/premium_uz_bot?ref=4545284,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://t.me/premium_uz_bot?ref=4545284,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 1750,000 so'm yechib olindi! Bekor qilish: http://18plus-video.apk/q=2453905",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 1750,000 so'm yechib olindi! bekor qilish: http://18plus-video.apk/q=2453905",uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://bit.ly/uz-6334427,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://bit.ly/uz-6334427,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 2580,000 so'm toping: https://uz-yutuq.com/p=3595882",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2580,000 so'm toping: https://uz-yutuq.com/p=3595882",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/1715656,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/1715656,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://18plus-video.apk/q=8437519,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://18plus-video.apk/q=8437519,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3700,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/1013578",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3700,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus-uz.com/id/1013578",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/2479290,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/2479290,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=8655574,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=8655574,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://pochta-uz.com/track=9227657,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://pochta-uz.com/track=9227657,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=3769547,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://uz-yutuq.com/p=3769547,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=5404505",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2420,000 so'm toping: http://18plus-video.apk/q=5404505",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://uz-yutuq.com/p=873004,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://uz-yutuq.com/p=873004,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: http://pochta-uz.com/track=2140759",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 1870,000 so'm toping: http://pochta-uz.com/track=2140759",uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=6911172,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: https://click-auth.uz/code=6911172,uz,DANGEROUS,en,en,low
"Davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://t.me/premium_uz_bot?ref=3421613",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2420,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://t.me/premium_uz_bot?ref=3421613",uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9537530,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://pochta-uz.com/track=9537530,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://bonus-uz.com/id/6984737,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://bonus-uz.com/id/6984737,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://uz-yutuq.com/p=1917271,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://uz-yutuq.com/p=1917271,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1539501,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/1539501,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/2079038,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/2079038,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://pochta-uz.com/track=1491943,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://pochta-uz.com/track=1491943,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-5937833,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-5937833,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=9347533,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=9347533,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=4745139,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://click-auth.uz/code=4745139,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bit.ly/uz-163328,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bit.ly/uz-163328,uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=5992897,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://18plus-video.apk/q=5992897,uz,DANGEROUS,en,en,low
"Davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=6560868",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 2860,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=6560868",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: https://click-auth.uz/code=5352676,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: https://click-auth.uz/code=5352676,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 2950,000 so'm toping: http://pochta-uz.com/track=9291814",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 2950,000 so'm toping: http://pochta-uz.com/track=9291814",uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 1460,000 so'm yechib olindi! Bekor qilish: http://bonus-uz.com/id/889704",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 1460,000 so'm yechib olindi! bekor qilish: http://bonus-uz.com/id/889704",uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 3700,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=7463140",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 3700,000 so'm yechib olindi! bekor qilish: https://click-auth.uz/code=7463140",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://click-auth.uz/code=4978516,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://click-auth.uz/code=4978516,uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=4718718,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://t.me/premium_uz_bot?ref=4718718,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 1920,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=1199315",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 1920,000 so'm yechib olindi! bekor qilish: http://pochta-uz.com/track=1199315",uz,DANGEROUS,en,en,low
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=5970751,uz,messages_cleaned_v5.csv,scam,diqqat! akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://pochta-uz.com/track=5970751,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7859299,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7859299,uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=2080828,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: http://pochta-uz.com/track=2080828,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: http://bonus-uz.com/id/7234943,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: http://bonus-uz.com/id/7234943,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: http://bonus-uz.com/id/7235852,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: http://bonus-uz.com/id/7235852,uz,DANGEROUS,en,en,low
"NBU: Hisobingizdan 1460,000 so'm yechib olindi! Bekor qilish: https://click-auth.uz/code=4227547",uz,messages_cleaned_v5.csv,scam,"nbu: hisobingizdan 1460,000 so'm yechib olindi! bekor qilish: https://click-auth.uz/code=4227547",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=7181550,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=7181550,uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=4718732,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=4718732,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://pochta-uz.com/track=8014892",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4200,000 so'm toping: http://pochta-uz.com/track=8014892",uz,DANGEROUS,en,en,low
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: https://uz-yutuq.com/p=8626837,uz,messages_cleaned_v5.csv,scam,uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? botga kiring: https://uz-yutuq.com/p=8626837,uz,DANGEROUS,en,en,low
"Davlat tomonidan 360,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bonus-uz.com/id/4552222",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 360,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bonus-uz.com/id/4552222",uz,DANGEROUS,en,en,low
"Davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=519591",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=519591",uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bonus-uz.com/id/7790115,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bonus-uz.com/id/7790115,uz,DANGEROUS,en,en,low
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/9851013,uz,messages_cleaned_v5.csv,scam,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://bonus-uz.com/id/9851013,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=1448059,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://click-auth.uz/code=1448059,uz,DANGEROUS,en,en,low
Click to'lovi amalga oshmadi. Tasdiqlash: https://click-auth.uz/code=5603138,uz,messages_cleaned_v5.csv,scam,click to'lovi amalga oshmadi. tasdiqlash: https://click-auth.uz/code=5603138,uz,DANGEROUS,en,en,low
Pochtangiz bojxonada to'xtatildi. To'lov qiling: http://bit.ly/uz-7176213,uz,messages_cleaned_v5.csv,scam,pochtangiz bojxonada to'xtatildi. to'lov qiling: http://bit.ly/uz-7176213,uz,DANGEROUS,en,en,low
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://uz-yutuq.com/p=4041702,uz,messages_cleaned_v5.csv,scam,sizga davlat subsidiyasi ajratildi. olish uchun: https://uz-yutuq.com/p=4041702,uz,DANGEROUS,en,en,low
"Davlat tomonidan 3190,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: https://click-auth.uz/code=263573",uz,messages_cleaned_v5.csv,scam,"davlat tomonidan 3190,000 so'm kompensatsiya ajratildi. havola orqali tekshiring: https://click-auth.uz/code=263573",uz,DANGEROUS,en,en,low
Uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/5680201,uz,messages_cleaned_v5.csv,scam,uzcard xavfsizlik botiga ulaning va bonus oling: http://bonus-uz.com/id/5680201,uz,DANGEROUS,en,en,low
Telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-3322330,uz,messages_cleaned_v5.csv,scam,telegram premium sovg'a olish uchun botga kiring: http://bit.ly/uz-3322330,uz,DANGEROUS,en,en,low
"Kriptovalyuta sarmoya qilib kuniga 4680,000 so'm toping: https://click-auth.uz/code=3391208",uz,messages_cleaned_v5.csv,scam,"kriptovalyuta sarmoya qilib kuniga 4680,000 so'm toping: https://click-auth.uz/code=3391208",uz,DANGEROUS,en,en,low
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=9504785,uz,messages_cleaned_v5.csv,scam,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: https://click-auth.uz/code=9504785,uz,DANGEROUS,en,en,low
