text,source,label,clean_text
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,sms,ham,thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,sms,ham,pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,sms,scam,natalie 20 f is inviting you to be her friend reply yes 165 or no 165 see her stop send stop frnd to 62468
She ran off with a younger man. we will make pretty babies together :),sms,ham,she ran off with a younger man we will make pretty babies together
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,sms,scam,jamster to get your free wallpaper text heart to 88888 now t c apply 16 only need help call
O ic lol. Should play 9 doors sometime yo,sms,ham,o ic lol should play 9 doors sometime yo
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",sms,ham,dunno my dad said he coming home 2 bring us out 4 lunch yup i go w u lor i call u when i reach school lor
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,sms,ham,desires u going to doctor 4 liver and get a bit stylish get ur hair managed thats it
Hmmm.still we dont have opener?,sms,ham,hmmm still we dont have opener
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,sms,ham,yeah so basically any time next week you can get away from your mom amp get up before 3
I will vote for wherever my heart guides me,sms,ham,i will vote for wherever my heart guides me
With my sis lor... We juz watched italian job.,sms,ham,with my sis lor we juz watched italian job
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",sms,ham,tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you
Lmao you know me so well...,sms,ham,lmao you know me so well
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,sms,ham,am on a train back from northampton so i m afraid not i m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way
Goodnight da thangam I really miss u dear.,sms,ham,goodnight da thangam i really miss u dear
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,sms,ham,hey next sun 1030 there s a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free
"Geeeee ... Your internet is really bad today, eh ?",sms,ham,geeeee your internet is really bad today eh
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,sms,scam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd or call2optout 674
I think i am disturbing her da,sms,ham,i think i am disturbing her da
"Sorry, I'll call you  later. I am in meeting sir.",sms,ham,sorry i ll call you later i am in meeting sir
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,sms,ham,havent stuck at orchard in my dad s car going 4 dinner now u leh so r they free tonight
Ok i also wan 2 watch e 9 pm show...,sms,ham,ok i also wan 2 watch e 9 pm show
I dunno lei... Like dun haf...,sms,ham,i dunno lei like dun haf
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,sms,ham,but your brother transfered only lt gt lt gt pa
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,sms,ham,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541,sms,scam,450 uk break accommodationvouchers terms conditions apply 2 claim you mustprovide your claim number which is 15541
Talk to g and x about that,sms,ham,talk to g and x about that
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),sms,ham,hai dear friends this is my new amp present number by rajitha raj ranju
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,sms,scam,5p 4 alfie moon s children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed profit 2 charity
As in different styles?,sms,ham,as in different styles
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,sms,scam,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs winawk age16 1 50perweeksub
Gud ni8 dear..slp well..take care..swt dreams..Muah..,sms,ham,gud ni8 dear slp well take care swt dreams muah
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",sms,scam,this is the 2nd attempt to contract u you have won this weeks top prize of either 1000 cash or 200 prize just call
"Well, i'm glad you didn't find it totally disagreeable ... Lol",sms,ham,well i m glad you didn t find it totally disagreeable lol
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",sms,ham,guy no flash me now if you go call me call me how madam take care oh
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,sms,scam,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile 100 free texts free camcorder reply or call
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,sms,ham,mark works tomorrow he gets out at 5 his work is by your house so he can meet u afterwards
"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",sms,ham,keep ur problems in ur heart b coz nobody will fight for u only u amp u have to fight for ur self amp win the battle vivekanand g 9t sd ham yeah give me a call if you ve got a minute ham hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried 4thnov behind ourbacks fuckinnice selfish deviousbitch anyway i l call u
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),sms,ham,amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing
Aiya we discuss later lar... Pick ü up at 4 is it?,sms,ham,aiya we discuss later lar pick ü up at 4 is it
Hey happy birthday...,sms,ham,hey happy birthday
Sorry i missed your call. Can you please call back.,sms,ham,sorry i missed your call can you please call back
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,sms,ham,omg if its not one thing its another my cat has worms when does this bad day end
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",sms,ham,good morning im suffering from fever and dysentry will not be able to come to office today
I wont do anything de.,sms,ham,i wont do anything de
What type of stuff do you sing?,sms,ham,what type of stuff do you sing
"St andre, virgil's cream",sms,ham,st andre virgil s cream
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",sms,ham,my fri ah okie lor goin 4 my drivin den go shoppin after tt
Gokila is talking with you aha:),sms,ham,gokila is talking with you aha
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",sms,ham,hi shanil rakhesh here thanks i have exchanged the uncut diamond stuff leaving back excellent service by dino and prem
K.k.this month kotees birthday know?,sms,ham,k k this month kotees birthday know
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,sms,ham,but i m really really broke oh no amount is too small even lt gt
Sorry about that this is my mates phone and i didnt write it love Kate,sms,ham,sorry about that this is my mates phone and i didnt write it love kate
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",sms,scam,themob hit the link to get a premium pink panther game the new no 1 from sugababes a crazy zebra animation or a badass hoody wallpaper all 4 free
